326582.60867754644,4128137.651616171
326582.60841645545,4128137.653286625
326582.60795403214,4128137.652371164
326582.60881765967,4128137.651243261
326582.6085144783,4128137.650879522
326582.60780626873,4128137.6523742215
326582.6100188999,4128137.652143436
326582.6085144783,4128137.650879522
326582.60781774734,4128137.652929001
326582.60817832174,4128137.6560666384
326582.6082572135,4128137.6527349036
326582.6093489523,4128137.6554874005
326582.60728025844,4128137.6555302027
326582.6090075112,4128137.653274396
326582.6087349395,4128137.6543900687
326582.60827251826,4128137.6534746094
326582.6065070035,4128137.65388115
326582.60712484265,4128137.655163407
326582.60843941267,4128137.6543961843
326582.60848915327,4128137.6568002296
326582.6098611162,4128137.658806907
326582.6096406529,4128137.6552963587
326582.6084661961,4128137.655690671
326582.60906490416,4128137.6560482956
326582.610080119,4128137.6551022604
326582.6081515383,4128137.6547721517
326582.60945080133,4128137.653265224
326582.60946227994,4128137.6538200034
326582.6093412999,4128137.655117546
326582.61036416714,4128137.6545413663
326582.61070561054,4128137.65675437
326582.607215213,4128137.6523864507
326582.6038740395,4128137.6552306665
326582.59691383375,4128137.6546346536
326582.582103016,4128137.653276044
326582.5613218823,4128137.656296091
326582.53508733684,4128137.652953775
326582.4994150351,4128137.6507317554
326582.4563024363,4128137.6532888226
326582.4064983751,4128137.6539492775
326582.3474755626,4128137.6520253844
326582.2853879746,4128137.652014962
326582.21860109386,4128137.6463665897
326582.14377666445,4128137.652354877
326582.0656196227,4128137.6473117736
326581.9822004747,4128137.645152632
326581.9010336788,4128137.651827164
326581.813022374,4128137.649208019
326581.7237883307,4128137.651794336
326581.62843329017,4128137.6443319833
326581.44112086965,4128137.6435824265
326581.3402134815,4128137.646410275
326581.2502674003,4128137.650306369
326581.15685005405,4128137.6507591787
326581.0628186947,4128137.6501146574
326580.9710382287,4128137.6510886177
326580.8802079314,4128137.647972794
326580.79031249974,4128137.6400274765
326580.69717154873,4128137.639549542
326580.6045886773,4128137.644610236
326580.50883479964,4128137.632160994
326580.4172962925,4128137.630539872
326580.32686100574,4128137.6322260317
326580.24160892935,4128137.6343599632
326580.14640930446,4128137.6272644238
326580.06004635926,4128137.6257212274
326579.9695207005,4128137.630184343
326579.8876183586,4128137.6155984546
326579.7991078261,4128137.6174297985
326579.7119486674,4128137.613127993
326579.62288534176,4128137.616820834
326579.53892487945,4128137.617077992
326579.4515949973,4128137.611669688
326579.3640690712,4128137.6110755885
326579.2813581295,4128137.6074217735
326579.19563215214,4128137.608085477
326579.10355087044,4128137.601665451
326579.0160708594,4128137.6032904754
326578.93356890115,4128137.6025924324
